playerId,player,position,team,conference,ATT,AVG,CAR,COMPLETIONS,FGA,FGM,FUM,INT,In 20,LONG,LOST,NO,PCT,PD,PTS,QB HUR,REC,SACKS,SOLO,TB,TD,TFL,TOT,XPA,XPM,YDS,YPA,YPC,YPP,YPR
4695649,Jackson Manning,TE,Kennesaw State,Conference USA,,,,,,,,,,6,,,,,,,1,,,,0,,,,,6,,,,6.0
4695674,Daedae Hill,DB,Florida Atlantic,American Athletic,,8.5,,,,,,2,,,,,,5,,0,,0,17,,11,1,27,,,17,,,,
4695679,JB Brown,LB,Kansas,Big 12,,,,,,,0,,,,0,,,2,,5,1,5,52,,0,9.5,74,,,,,,,
4695686,Chris Williams,LB,Bowling Green,Mid-American,,,,,,,,,,,,,,0,,0,,0,0,,0,0,4,,,,,,,
4695693,Jordan Porter,DL,Bowling Green,Mid-American,,,,,,,,,,,,,,1,,2,,2.5,8,,0,2.5,20,,,,,,,
4695695,Jack Wardzala,DT,Dayton,Pioneer,,,,,,,0,,,,0,,,,,,1,,,,,,,,,,,,,
4695703,Kellan Wyatt,DL,Maryland,Big Ten,,,1,,,,,,,0,,,,0,,2,,2,18,,00,6.5,29,,,-1,,-1.0,,
4695704,Aveon Grose,DB,Michigan State,Big Ten,,,,,,,,,,,,,,0,,0,,0,2,,0,0,4,,,,,,,
4695705,Marlin Klein,TE,Michigan,Big Ten,,,,,,,,,,33,,,,,,,12,,,,0,,,,,101,,,,8.4
4695707,Juju Lewis,WR,Florida International,Conference USA,,,,,,,,,,42,,,,,,,5,,,,2,,,,,93,,,,18.6
4695708,Gabe Brown,LB,Oklahoma State,Big 12,,,,,,,,,,,,,,0,,0,,0,2,,0,0.5,4,,,,,,,
4695709,Devin Brown,QB,Ohio State,Big Ten,19,,7,10,,,,0,,10,,,0.526,,,,,,,,10,,,,,10813,5.7,1.9,,
4695738,Kaedyn Odermann,WR,Harvard,Ivy,,,,,,,,,,30,,,,,,,19,,,,1,,,,,213,,,,11.2
4695744,Phillip Smitherman,S,Howard,MEAC,,19.0,,,,,,,,19,,1,,,,,,,,,0,,,,,19,,,,
4695746,Mitchell Gonser,LB,Harvard,Ivy,,37.0,,,,,,1,,,,,,,,,,,,,1,,,,,37,,,,
4695751,Matt Hudson,LB,Memphis,American Athletic,,0.0,,,,,0,1,,,0,,,0,,1,1,1.0,19,,00,4.0,54,,,0,,,,
4695752,Thor Griffith,DL,Louisville,ACC,,,,,,,,,,,,,,0,,0,,2,12,,0,3.5,18,,,,,,,
4695765,Tyler Neville,TE,Virginia,ACC,,6.0,,,,,,,,639,,1,,,,,37,,,,02,,,,,6394,,,,10.6
4695778,Josiah Ganues,DB,South Dakota,MVFC,,0.0,,,,,,1,,,,,,0,,0,,0,1,,00,0,2,,,0,,,,
4695780,Teven McKelvey,DB,South Dakota,MVFC,,0.0,,,,,,1,,,,,,1,,0,,0,2,,00,0,5,,,0,,,,
4695781,Nate Valcarcel,S,Northern Illinois,Mid-American,,23.0,,,,,0,2,,,0,,,8,,3,1,2,30,,00,2,51,,,46,,,,
4695786,Michael Mansaray,RB,Valparaiso,Pioneer,1,,138,0,,,,0,,6158,,,0.000,,,,15,,,,009,,,,,0114622,0.0,4.5,,7.6
4695787,Shomari Lawrence,RB,Florida International,Conference USA,,,47,,,,,,,115,,,,,,,1,,,,01,,,,,1177,,3.8,,1.0
4695800,JJ Galbreath,TE,South Dakota,MVFC,,,,,,,,,,80,,,,,,,26,,,,4,,,,,401,,,,15.4
4695806,Zach Witte,TE,South Dakota,MVFC,,,,,,,,,,9,,,,,,,2,,,,0,,,,,12,,,,6.0
4695814,Kourtlan Marsh,DB,Memphis,American Athletic,,0.0,,,,,0,1,,,0,,,1,,0,1,0,9,,00,0.5,13,,,0,,,,
4695817,Shelton Quarles Jr,S,Bethune-Cookman,SWAC,,,,,,,,,,,,,,0,,0,,0,2,,0,0.5,11,,,,,,,
4695828,Josiah Cotton,LB,Stephen F. Austin,Southland,,30.0,,,,,,1,,,,,,0,,0,,0,0,,00,0,4,,,30,,,,
4695830,Noah Martin,LB,Samford,Southern,,13.0,,,,,0,2,,,0,,,0,,0,1,0,2,,01,0.5,11,,,26,,,,
4695839,Alex Applefield,LS,Samford,Southern,,,,,,,,,,,,,,0,,0,,0,0,,0,0,1,,,,,,,
4695844,Wesley Carlock,WR,Samford,Southern,1,,,0,,,,0,,23,,,0.000,,,,13,,,,01,,,,,0108,0.0,,,8.3
4695847,Johnny Johnson,DE,Samford,Southern,,,,,,,0,,,,0,,,0,,0,1,0,1,,0,0,4,,,,,,,
4695865,Nahil Perkins,CB,Fordham,Patriot,,3.0,,,,,,5,,,,,,0,,0,,0,4,,00,0.5,6,,,15,,,,
4695866,Cole Thornton,WR,Fordham,Patriot,,-1.0,,,,,1,,,059,1,1,,,,,034,,,,03,,,,,-1436,,,,12.8
4695867,Grant Wilson,QB,Old Dominion,Sun Belt,86,,28,48,,,4,3,,36,2,,0.558,,,,0,,,,41,,,,,50747,5.9,1.7,,
4695868,Mekai Felton,WR,Fordham,Patriot,,,,,,,,,,52,,,,,,,22,,,,1,,,,,329,,,,15.0
4695871,Mike Courtney,LB,Fordham,Patriot,,,,,,,,,,,,,,0,,0,,0,2,,0,0.5,7,,,,,,,
4695889,Quinton Gregory,WR,Holy Cross,Patriot,,,3,,,,,,,167,,,,,,,5,,,,00,,,,,4410,,3.3,,8.8
4695890,Matthew Kane,LB,Holy Cross,Patriot,,,,,,,,,,,,,,2,,0,,0,1,,0,0,1,,,,,,,
4695895,Luke Newman,OL,Michigan State,Big Ten,,,,,,,,,,,,,,0,,0,,0,1,,0,0,1,,,,,,,
4695902,Byron Shipman,WR,Holy Cross,Patriot,,,,,,,,,,26,,,,,,,14,,,,1,,,,,163,,,,11.6
4695904,Matthew Sluka,QB,UNLV,Mountain West,48,,39,21,,,2,1,,46,0,,0.438,,,,0,,,,61,,,,,318253,6.6,6.5,,
4695905,Terrence Spence,CB,James Madison,Sun Belt,,20.628.0,,,,,,5,,28,,1,,7,,0,,0,25,,110,0,34,,,10328,,,,
4695910,Xavier Guillory,WR,Arizona State,Big 12,,,,,,,,,,61,,,,0,,0,19,0,2,,05,0,2,,,320,,,,16.8
4695914,Hunter Hays,QB,Idaho State,Big Sky,51,,58,35,,,,2,,13,,,0.686,,,,,,,,76,,,,,344219,6.7,3.8,,
4695931,David Rowe,DL,Idaho State,Big Sky,,,,,,,,,,,,,,0,,0,,0,0,,0,0,5,,,,,,,
4695958,Taylen Blaylock,S,Lindenwood,Big South-OVC,,22.610.8,,,,,0,,,3430,0,59,,,,,1,,,,00,,,,,11397,,,,
4695965,Trey Fields,LB,Sam Houston,Conference USA,,,,,,,0,,,,0,,,1,,2,3,1.0,50,,0,6.0,72,,,,,,,
4695966,Seth Morgan,PK,Tulsa,American Athletic,,,,,14,10,,,,47,,,0.714,,63,,,,,,,,,34,33,,,,,
4695970,Ysidro Mascorro,LB,Sam Houston,Conference USA,,,,,,,,,,,,,,0,,0,,0,5,,0,0,5,,,,,,,
4695983,Richard Outland,DL,Sam Houston,Conference USA,,,,,,,,,,,,,,0,,3,,2,9,,0,3.5,14,,,,,,,
4695988,Kaleal Davis,DB,Indiana State,MVFC,,,,,,,,,,,,,,0,,0,,0,1,,0,0,3,,,,,,,
4695991,Johnathan Edwards,DB,Tulane,American Athletic,,,,,,,,,,,,,,1,,0,,0,13,,0,1,18,,,,,,,
4695992,Geoffrey Brown,LB,Indiana State,MVFC,,10.5,,,,,,2,,,,,,0,,0,,1,2,,01,1,5,,,21,,,,
4696001,Tyce Ferrell,TE,Ball State,Mid-American,,,,,,,,,,5,,,,,,,2,,,,0,,,,,5,,,,2.5
4696008,LaVoise-Deontae McCoy,LB,Illinois State,MVFC,,,,,,,0,,,,0,,,1,,0,1,0,3,,0,1,7,,,,,,,
4696012,Rashad Lampkin,RB,Augustana University (SD),Northern Sun,,,6,,,,,,,16,,,,,,,,,,,0,,,,,26,,4.3,,
4696015,Dillon Gearhart,DB,Illinois State,MVFC,,,,,,,,,,,,,,0,,0,,0,1,,0,0,2,,,,,,,
4696020,Darius Walker,LB,Illinois State,MVFC,,,,,,,0,,,,0,,,0,,0,1,0,2,,0,0,3,,,,,,,
4696027,Javon Charles,TE,Illinois State,MVFC,,0.0,,,,,,,,024,,1,,,,,12,,,,01,,,,,088,,,,7.3
4696030,Josh Green,P,Oregon State,Pac-12,,,,,,,,,14,68,,33,,,,,,,,3,,,,,,1559,,,47.2,
4696033,Dante Jackson,PK,Akron,Mid-American,,,,,,,,,,,,,,0,,0,,0,0,,0,0,1,,,,,,,
4696036,John Miller,LB,Utah State,Mountain West,,,,,,,,,,,,,,2,,4,,2,29,,0,5.5,52,,,,,,,
4696044,Kaelon Black,RB,Indiana,Big Ten,,,46,,,,1,,,821,1,,,0,,0,04,0,0,,002,0,2,,,6251,,5.5,,1.5
4696051,Mikail Kamara,DL,Indiana,Big Ten,,,,,,,0,,,,0,,,1,,6,3,9.0,18,,0,14.0,43,,,,,,,
4696062,Antwane Wells Jr.,WR,Ole Miss,SEC,,,3,,,,1,,,664,1,,,0,,0,027,0,1,,050,0,1,,,521-4,,-1.3,,19.3
4696065,Derek Robertson,QB,Monmouth,CAA,434,,26,283,,,4,6,,013,3,,0.652,,,,00,,,,3100,,,,,3937-2-34,9.1,-1.3,,0
4696066,Anthony Harris,QB,Maine,CAA,14,,5,8,,,,0,,10,,,0.571,,,,,,,,00,,,,,3213,2.3,2.6,,
4696069,Austin Ambush,DB,Jacksonville State,Conference USA,,,,,,,,,,,,,,0,,0,,0,1,,0,0.5,2,,,,,,,
4696070,Tavion Banks,RB,Maine,CAA,,18.3,69,,,,1,,,28521,1,3,,,,,010,,,,002,,,,,5532284,,4.1,,3.2
4696071,Freddie Brock,RB,Georgia State,Sun Belt,,,151,,,,,,,3157,,,,0,,0,21,0,1,,018,1,1,,,166819,,5.4,,7.9
4696073,Mark Bails,WR,Southern Utah,UAC,,,,,,,,,,22,,,,,,,12,,,,0,,,,,97,,,,8.1
4696075,Tyshawn Stewart,LB,Maine,CAA,,,,,,,,,,,,,,0,,0,,0,0,,0,0,2,,,,,,,
4696076,Shakur Smalls,DB,Maine,CAA,,29.0,,,,,,1,,,,,,0,,0,,0,5,,00,0,7,,,29,,,,
4696080,John Costanza,DL,Maine,CAA,,,,,,,,,,,,,,0,,0,,0,1,,0,0,3,,,,,,,
4696091,Montigo Moss,WR,Maine,CAA,1,,1,0,,,1,0,,7916,1,,0.000,,,,061,,,,070,,,,,072216,0.0,16.0,,11.8
4696093,Trevin Ewing,WR,Maine,CAA,,28.2,13,,,,3,,,986439,1,27,,,,,010,,,,101,,,,,762182120,,9.2,,18.2
4696094,Dorian Royal,DT,Georgia State,Sun Belt,,,,,,,,,,,,,,1,,4,,0,11,,0,0.5,20,,,,,,,
4696108,Jalen Barnum,LB,Kennesaw State,Conference USA,,,,,,,,,,,,,,0,,1,,0,7,,0,1.5,33,,,,,,,
4696110,Tyler Scott,DL,Kennesaw State,Conference USA,,,,,,,,,,,,,,0,,0,,0,3,,0,0,9,,,,,,,
4696111,Jahon Myers,DL,Kennesaw State,Conference USA,,,,,,,,,,,,,,0,,0,,0,0,,0,0,5,,,,,,,
4696117,Carlos Allen,DL,Houston,Big 12,,,,,,,0,,,,0,,,0,,1,2,2.5,17,,0,4.0,42,,,,,,,
4696118,Michael Mack II,CB,Ohio,Mid-American,,,,,,,,,,,,,,0,,0,,0,9,,0,1,13,,,,,,,
4696120,Camby Goff,DB,Air Force,Mountain West,,0.0,,,,,,1,,,,,,3,,1,,0,37,,00,2.5,67,,,0,,,,
4696124,Semaj Cross,LB,Lafayette,Patriot,,6.09.0,,,,,0,1,,9,0,1,,0,,1,1,0,2,,000,0,3,,,69,,,,
4696125,Preston Forney,LB,Lafayette,Patriot,,,,,,,,,,,,,,0,,0,,0,2,,0,0,7,,,,,,,
4696127,Neriyan Brown,DB,Lafayette,Patriot,,0.0,,,,,0,1,,,0,,,0,,0,1,0,5,,00,0,6,,,0,,,,
4696128,Tristen Roundtree,DB,Lafayette,Patriot,,,,,,,,,,,,,,0,,0,,0,1,,0,0,1,,,,,,,
4696138,Mason Gilbert,TE,Maine,CAA,,,,,,,,,,32,,,,,,,12,,,,1,,,,,163,,,,13.6
4696141,Adam Port,DL,Lafayette,Patriot,,,,,,,,,,,,,,0,,0,,0,1,,0,0,2,,,,,,,
4696143,Jakob Trestik,PK,Lafayette,Patriot,,,,,2,0,,,6,051,,40,0.000,,0,,,,,1,,,,0,0,1516,,,37.9,
4696147,Kenneth Womack,WR,Western Michigan,Mid-American,,,2,,,,1,,,414,0,,,,,,034,,,,10,,,,,4567,,3.5,,13.4
4696150,Arsheen Jiles,DB,Massachusetts,FBS Independents,,1.0,,,,,,1,,,,,,2,,0,,0,11,,00,2,32,,,1,,,,
4696152,Payton Rhoades,WR,Sacred Heart,FCS Independents,,,1,,,,,,,372,,,,,,,22,,,,00,,,,,2222,,2.0,,10.1
4696155,Jalen Madison,RB,Sacred Heart,FCS Independents,,,166,,,,1,,,1584,1,,,,,,013,,,,07,,,,,95953,,5.7,,7.3
4696156,Quinn Hart,DB,Sacred Heart,FCS Independents,,26.0,,,,,0,2,,,0,,,,,,1,,,,1,,,,,52,,,,
4696185,Carson Primrose,DL,Rhode Island,CAA,,,,,,,,,,,,,,0,,0,,0,1,,0,0,5,,,,,,,
4696189,Kyle Davis,DL,Howard,MEAC,,,,,,,,,,,,,,0,,0,,0,1,,0,0,1,,,,,,,
4696200,Fredrick Mallay,DB,Rhode Island,CAA,,4.0,,,,,0,1,,,0,,,0,,0,1,0,1,,00,0,3,,,4,,,,
4696201,Gabe Salomons,LB,Rhode Island,CAA,,,,,,,,,,,,,,0,,0,,0,1,,0,0.5,6,,,,,,,
4696208,Jasiah Williams,WR,Stony Brook,CAA,1,19.65.8,2,1,,,,0,,2718356,,510,1.000,,,,50,,,,01030,,,,,9823584801,23.0,0.5,,9.6
4696209,Aamir Hall,DB,Michigan,Big Ten,,6.0,,,,,,2,,,,,,3,,0,,0,21,,00,1.5,29,,,12,,,,
4696210,Jabril Hayes,DB,Richmond,CAA,,49.4,,,,,0,5,,,0,,,0,,0,2,0,4,,02,0,5,,,247,,,,
4696213,Fonnae Webb,RB,Norfolk State,MEAC,,10.0,44,,,,,,,10518,,1,,,,,1,,,,010,,,,,105157,,3.6,,5.0
4696215,Chance Graves,DB,Richmond,CAA,,,,,,,0,,,,0,,,,,,2,,,,,,,,,,,,,
4696217,Wayne Galloway,LB,Richmond,CAA,,0.0,,,,,,1,,,,,,0,,0,,0,2,,00,1,5,,,0,,,,
4696240,Jaylon Jackson,RB,Iowa State,Big 12,,21.3,93,,,,,,,322751,,6,,0,,0,7,0,1,,0012,0,1,,,12841388,,4.2,,5.9
4696257,Jalen Freeman,LB,Lamar,Southland,,,,,,,,,,,,,,0,,0,,0,1,,0,0,3,,,,,,,
4696273,Timothy Conerly,WR,UNLV,Mountain West,,,2,,,,,,,308,,,,,,,1,,,,01,,,,,3015,,7.5,,30.0
4696274,Devyn Gibbs,TE,Lamar,Southland,,,,,,,,,,28,,,,,,,17,,,,4,,,,,163,,,,9.6
4696288,Shiloh Means,DB,Pennsylvania,Ivy,,5.3,,,,,,3,,,,,,,,,,,,,0,,,,,16,,,,
4696289,Logan Nash,DB,Robert Morris,NEC,,,,,,,,,,,,,,0,,0,,0,1,,0,0,2,,,,,,,
4696295,Sam Carlson,TE,Pennsylvania,Ivy,,,,,,,0,,,,0,,,,,,1,,,,,,,,,,,,,
4696304,Joshua Casilli,WR,Pennsylvania,Ivy,,,,,,,,,,27,,,,,,,5,,,,1,,,,,79,,,,15.8
4696370,Spencer Roof,DB,Tennessee State,Big South-OVC,,,,,,,0,,,,0,,,,,,1,,,,,,,,,,,,,
4696371,Dante Perri,QB,Lehigh,Patriot,87,,23,46,,,,4,,10,,,0.529,,,,,,,,52,,,,,55134,6.3,1.5,,
4696381,Mike DeNucci,LB,Lehigh,Patriot,,,,,,,,,,,,,,0,,0,,0,1,,0,0,5,,,,,,,
4696382,Ben Banks-Altekruse,PK,UC Davis,Big Sky,,,,,,,,,14,50,,45,,,,,,,,2,,,,,,1699,,,37.8,
4696407,Jacari Carter,WR,UAlbany,CAA,,7.9,,,,,2,,,1952,0,15,,,,,023,,,,02,,,,,118303,,,,13.2
4696408,Donte Williams,LB,Merrimack,FCS Independents,,0.716.7,,,,,1,3,,21,0,3,,1,,0,0,0,6,,000,0,9,,,250,,,,
4696411,Jelani Mason,WR,Merrimack,FCS Independents,,,,,,,,,,15,,,,,,,5,,,,0,,,,,39,,,,7.8
4696415,Deon Houston,DB,Merrimack,FCS Independents,,8.0,,,,,,2,,,,,,0,,0,,0,2,,00,0,3,,,16,,,,
4696416,Nate Palanica Jr.,DB,Merrimack,FCS Independents,,0.0,,,,,,1,,,,,,0,,0,,0,2,,00,0,5,,,0,,,,
4696417,Wes Matthews,DB,Merrimack,FCS Independents,,15.00,,,,,,1,,46,,0,,0,,0,,0,3,,000,0,5,,,1546,,,,
4696420,Grant Jackson,DB,Merrimack,FCS Independents,,0.0,,,,,0,2,,,0,,,0,,0,1,0,1,,00,1,3,,,0,,,,
4696423,Cole Peterson,PK,Merrimack,FCS Independents,,,,,,,,,13,69,,50,,,,,,,,4,,,,,,1991,,,39.8,
4696424,Brandon Roberts,DL,Merrimack,FCS Independents,,,,,,,,,,,,,,0,,0,,0,2,,0,0,3,,,,,,,
4696433,LJ Robinson,WR,Merrimack,FCS Independents,,4.0,,,,,,,,415,,1,,,,,7,,,,00,,,,,448,,,,6.9
4696435,Tyler Leavy,DL,Merrimack,FCS Independents,,,,,,,,,,,,,,0,,1,,0,4,,0,1,7,,,,,,,
4696441,Cael Loecher,P,Northern Iowa,MVFC,,,,,,,,,0,64,,3,,,,,,,,0,,,,,,162,,,54.0,
4696448,Ben Belken,LB,Northern Iowa,MVFC,,,,,,,,,,,,,,0,,1,,0,8,,0,0,10,,,,,,,
4696449,Jacob Ferguson,DL,Georgia Southern,Sun Belt,,0.0,,,,,0,1,,,0,,,0,,2,1,1,6,,00,3.5,19,,,0,,,,
4696450,Jack Kriebs,DL,Northern Iowa,MVFC,,,,,,,,,,,,,,0,,0,,0,1,,0,0,1,,,,,,,
4696453,Blake Anderson,OL,Northern Iowa,MVFC,,,,,,,,,,,,,,0,,0,,0,1,,0,0,1,,,,,,,
4696459,Cannon Butler,DL,Northern Iowa,MVFC,,,,,,,,,,,,,,0,,1,,0,3,,0,0.5,6,,,,,,,
4696463,Marcus Preston,WR,South Dakota State,MVFC,,,,,,,,,,18,,,,,,,3,,,,1,,,,,24,,,,8.0
4696464,Bo Belquist,WR,North Dakota,MVFC,,12.9,1,,,,3,,,667313,1,8,,,,,065,,,,0100,,,,,10393213,,13.0,,14.3
4696469,Jack Ihry,TE,North Dakota,MVFC,,,,,,,,,,23,,,,,,,1,,,,0,,,,,23,,,,23.0
4696470,Isaiah Smith,RB,North Dakota,MVFC,,12.0,103,,,,2,,,187469,0,2,,,,,08,,,,028,,,,,24159705,,6.8,,19.9
4696472,Dylan Boecker,LB,North Dakota,MVFC,,,,,,,,,,,,,,0,,0,,0,1,,0,0,2,,,,,,,
4696475,Quinton Urwiler,LB,Northern Illinois,Mid-American,,,,,,,,,,,,,,1,,0,,0,14,,0,0.5,28,,,,,,,
4696476,Kason Kelley,LB,North Dakota,MVFC,,,,,,,0,,,,0,,,0,,0,1,0,1,,0,0,4,,,,,,,
4696482,Wyatt Pedigo,LB,North Dakota,MVFC,,,,,,,,,,,,,,0,,0,,0,1,,0,0,4,,,,,,,
4696490,Jack Wright,WR,Tulsa,American Athletic,,,,,,,,,,18,,,,,,,1,,,,1,,,,,18,,,,18.0
4696491,Craig Orlando,DL,North Dakota,MVFC,,,,,,,0,,,,0,,,0,,0,1,0,0,,0,0,3,,,,,,,
4696541,Emari Pait,DB,Alabama A&M,SWAC,,0.0,,,,,,,,020,,1,,,,,1,,,,00,,,,,020,,,,20.0
4696561,Jacob Conover,QB,Utah State,Mountain West,4,,3,2,,,1,0,,4,0,,0.500,,,,0,,,,00,,,,,22-4,5.5,-1.3,,
4696686,Deuce Spann,WR,Florida State,ACC,,17.8,,,,,,,,215,,4,,,,,1,,,,00,,,,,715,,,,5.0
4696688,Josh Beetham,TE,Georgia Tech,ACC,,,,,,,,,,17,,,,,,,3,,,,0,,,,,29,,,,9.7
4696689,Hugh Robertson,P,Illinois,Big Ten,,,,,,,,,20,53,,37,,,,,,,,3,,,,,,1510,,,40.8,
4696690,Reggie Love III,RB,Purdue,Big Ten,,,83,,,,1,,,622,1,,,,,,07,,,,02,,,,,21372,,4.5,,3.0
4696713,DJ Warnell,DB,Indiana,Big Ten,,,,,,,,,,,,,,1,,0,,1,3,,0,1,4,,,,,,,
4696716,JonJon Vaughns,LB,UCLA,Big Ten,,,,,,,,,,,,,,0,,0,,0,1,,0,0.5,4,,,,,,,
4696718,Evan Thomas,DB,UCLA,Big Ten,,,,,,,,,,,,,,0,,0,,0,2,,0,0,3,,,,,,,
4696725,Bradley Schlom,WR,San Diego,Pioneer,,,,,,,,,,60,,,,,,,14,,,,2,,,,,218,,,,15.6
4696740,Colin Giffen,FB,Rice,American Athletic,,,,,,,,,,5,,,,,,,1,,,,1,,,,,5,,,,5.0
4696746,Sam Willoughby,WR,Samford,Southern,,,1,,,,,,,130,,,,,,,9,,,,00,,,,,39-2,,-2.0,,4.3
4696751,Carl Smith,WR,Robert Morris,NEC,,,1,,,,,,,4231,,,,,,,15,,,,20,,,,,27731,,31.0,,18.5
4696753,Alec Bryant,LB,Illinois,Big Ten,,,,,,,0,,,,0,,,1,,1,1,2,15,,0,2,21,,,,,,,
4696764,Carlvainsky Decius,DB,Morgan State,MEAC,,7.720.0,,,,,,3,,20,,1,,0,,0,,0,0,,010,0,3,,,2320,,,,
4696782,Elijah Williams,DL,Morgan State,MEAC,,,,,,,0,,,,0,,,0,,0,1,1,2,,0,1,5,,,,,,,
4696799,Isaiah Gerena,TE,Northern Arizona,Big Sky,,8.7,,,,,1,,,1524,0,3,,,,,013,,,,00,,,,,26110,,,,8.5
4696819,Eli Sawyer,QB,SE Louisiana,Southland,338,,39,211,,,2,8,,9,1,,0.624,,,,0,,,,121,,,,,1840-69,5.4,-1.8,,
4696820,Jack Henderson,DB,Minnesota,Big Ten,,25.0,,,,,0,1,,,0,,,1,,1,1,4.0,18,,11,7.0,41,,,25,,,,
4696821,Zy Alexander,CB,LSU,SEC,,0.0,,,,,,2,,,,,,4,,0,,1,18,,00,2.5,29,,,0,,,,
4696831,Donte' Daniels,LB,SE Louisiana,Southland,,0.0,,,,,,1,,,,,,0,,0,,0,6,,00,1,11,,,0,,,,
4696832,Connor Briggs,TE,Miami (OH),Mid-American,,,,,,,,,,5,,,,,,,1,,,,1,,,,,5,,,,5.0
4696833,Cade Collier,TE,SE Louisiana,Southland,,,,,,,,,,19,,,,,,,17,,,,2,,,,,155,,,,9.1
4696843,Da'shun Hugley,WR,SE Louisiana,Southland,,,1,,,,,,,246,,,,,,,3,,,,00,,,,,366,,6.0,,12.0
4696846,Ivan Drobocky,TE,SE Louisiana,Southland,,,,,,,,,,23,,,,,,,14,,,,0,,,,,77,,,,5.5
4696880,Walker Harris,QB,North Carolina Central,MEAC,226,,37,138,,,2,6,,9,2,,0.611,,,,0,,,,182,,,,,1845-61,8.2,-1.6,,
4696881,Quest Powell,QB,North Carolina Central,MEAC,4,,10,1,,,,0,,22,,,0.250,,,,,,,,01,,,,,477,1.0,7.7,,
4696883,Devin Smith,WR,Villanova,CAA,,21.13.8,1,,,,3,,,2819716,2,95,,,,,039,,,,0060,,,,,190194806,,6.0,,12.3
4696887,Jaki Brevard,LB,North Carolina Central,MEAC,,,,,,,,,,,,,,0,,0,,0,3,,0,0.5,8,,,,,,,
4696896,Juan Velarde,P,North Carolina Central,MEAC,1,,,0,6,5,,1,12,5370,,37,0.8330.000,,58,,,,,4,0,,,44,43,01658,0.0,,44.8,
4696905,Kyle Morgan,TE,North Carolina Central,MEAC,,,1,,,,,,,2823,,,,,,,2,,,,00,,,,,4123,,23.0,,20.5
4696906,Andrew Smith,WR,North Carolina Central,MEAC,,,,,,,,,,14,,,,,,,6,,,,0,,,,,34,,,,5.7
4696907,Joaquin Davis,WR,North Carolina Central,MEAC,,,,,,,,,,40,,,,,,,31,,,,4,,,,,490,,,,15.8
4696970,Patrick Dean,CB,Sacramento State,Big Sky,,,,,,,,,,,,,,0,,0,,0,4,,0,0.5,7,,,,,,,
4696972,Devin Gandy,WR,Sacramento State,Big Sky,,,,,,,,,,31,,,,,,,11,,,,0,,,,,123,,,,11.2
4696973,Cameron Broussard,S,Washington,Big Ten,,,,,,,0,,,,0,,,3,,0,1,0,15,,0,0,29,,,,,,,
4696974,Jared Gipson,WR,Sacramento State,Big Sky,,,,,,,,,,78,,,,,,,53,,,,9,,,,,715,,,,13.5
4696975,Eian Moore,S,Sacramento State,Big Sky,,0.0,,,,,,1,,,,,,0,,0,,0,3,,00,0,6,,,0,,,,
4696976,Michael Johnson,RB,Sacramento State,Big Sky,,21.7,12,,,,2,,,40950,1,14,,,,,03,,,,000,,,,,304994,,7.8,,3.0
4696979,Kameron Rocha,S,Southern Utah,UAC,,48.0,,,,,,1,,,,,,0,,0,,0,7,,01,1,11,,,48,,,,
4696981,Cameron Skattebo,RB,Arizona State,Big 12,1,,263,0,,,3,0,,6653,1,,0.000,0,,0,037,0,1,,00319,0,1,,,05061572,0.0,6.0,,13.7
4696983,DeVaughn Houston,CB,Sacramento State,Big Sky,,,,,,,,,,,,,,0,,0,,0,5,,0,0.5,7,,,,,,,
4696993,Will Schalde,TE,Sacramento State,Big Sky,,,,,,,,,,,,,,0,,0,,0,1,,0,0,3,,,,,,,
4696995,Connor Stutz,P,UConn,FBS Independents,,,,,,,,,17,69,,58,,,,,,,,4,,,,,,2502,,,43.1,
4697011,James Louis,RB,Morehead State,Pioneer,,20.6,92,,,,1,,,311226,0,5,,,,,04,,,,003,,,,,10319390,,4.2,,4.8
4697012,Jihad McCall,S,Morehead State,Pioneer,,3.0,,,,,0,2,,,0,,,,,,1,,,,0,,,,,6,,,,
4697018,Davier Fairrow,DL,Prairie View A&M,SWAC,,,,,,,,,,,,,,0,,0,,0,0,,0,0.5,2,,,,,,,
4697029,Noah Benza,DL,Morehead State,Pioneer,,,,,,,0,,,,0,,,,,,1,,,,,,,,,,,,,
4697073,Riley Kemper,OL,Robert Morris,NEC,,,,,,,,,,0,,,,,,,0,,,,0,,,,,-10,,,,0
4697074,Kyle Wittenrich,LS,Houston Christian,Southland,,,,,,,,,,,,,,0,,0,,0,1,,0,0,1,,,,,,,
4697088,Bernadin Fleurima Jr.,DT,Robert Morris,NEC,,,,,,,,,,,,,,0,,0,,0,0,,0,0,3,,,,,,,
4697094,DJ Williams,QB,Southern Illinois,MVFC,75,,38,44,0,0,,2,,038,,,00.587,,0,,,,,,44,,,1,0,555243,7.4,6.4,,
4697099,Damonta Witherspoon,RB,Samford,Southern,,8.0,118,,,,2,,,163533,0,2,,,,,026,,,,015,,,,,16129447,,3.8,,5.0
4697101,Cortezz Jones,RB,Lindenwood,Big South-OVC,,,110,,,,2,,,2351,1,,,,,,010,,,,05,,,,,70551,,5.0,,7.0
4697105,Jamari Dailey,S,Murray State,MVFC,,0.0,,,,,,1,,,,,,0,,0,,0,3,,00,0,6,,,0,,,,
4697112,Nick Walker,LB,Southern Illinois,MVFC,,-2.0,,,,,,1,,,,,,0,,0,,0,0,,00,0,3,,,-2,,,,
4697118,Andrew Long,LB,Murray State,MVFC,,,,,,,,,,,,,,0,,0,,0,2,,0,0,3,,,,,,,
