playerId,player,position,team,conference,ATT,AVG,CAR,COMPLETIONS,FGA,FGM,FUM,INT,In 20,LONG,LOST,NO,PCT,PD,PTS,QB HUR,REC,SACKS,SOLO,TB,TD,TFL,TOT,XPA,XPM,YDS,YPA,YPC,YPP,YPR
5122553,Peyton Lewis,RB,Tennessee,SEC,,21.2,54,,,,,,,31735,,6,,0,,0,1,0,0,,0003,0,1,,,1277262,,4.9,,7.0
5122554,Xavier Robinson,RB,Oklahoma,SEC,,,43,,,,,,,4640,,,,,,,11,,,,04,,,,,95212,,4.9,,8.6
5122883,Dylan Lee,RB,Iowa State,Big 12,,,11,,,,,,,77,,,,,,,1,,,,01,,,,,735,,3.2,,7.0
5123048,Jason Patterson,RB,Kentucky,SEC,,,20,,,,1,,,1523,0,,,,,,01,,,,00,,,,,15111,,5.6,,15.0
5123219,Jake Weinberg,PK,Florida State,ACC,,,,,1,1,,,,23,,,1.000,,3,,,,,,,,,0,0,,,,,
5123479,Jonathan Kabeya,CB,BYU,Big 12,,,,,,,,,,,,,,1,,0,,0,1,,0,0,4,,,,,,,
5123663,Isaac Teslaa,WR,Arkansas,SEC,,,,,,,1,,,75,1,,,0,,0,025,0,0,,03,0,1,,,438,,,,17.5
5123665,Trey Owens,QB,Texas,SEC,4,,1,2,,,,0,,3,,,0.500,,,,,,,,00,,,,,193,4.8,3.0,,
5123988,Taylor Bradshaw,WR,Georgia Southern,Sun Belt,,,,,,,,,,31,,,,,,,1,,,,0,,,,,31,,,,31.0
5124132,Austin Ackel,LB,UL Monroe,Sun Belt,,,,,,,,,,,,,,0,,1,,0,0,,0,0,0,,,,,,,
5124203,Trelon Slade,DB,Murray State,MVFC,,,,,,,,,,,,,,0,,0,,0,4,,0,0,5,,,,,,,
5124334,PJ Martin,RB,South Alabama,Sun Belt,,,11,,,,,,,2345,,,,,,,3,,,,01,,,,,3388,,8.0,,11.0
5124338,Josh Ford,TE,Oklahoma State,Big 12,,6.0,,,,,,,,626,,1,,0,,0,10,0,0,,001,0,1,,,692,,,,9.2
5124516,Tre' Hartwell,RB,Western Michigan,Mid-American,,,3,,,,,,,4,,,,0,,0,,0,0,,00,0,1,,,4,,1.3,,
5124585,Brady Pretzlaff,LB,Michigan State,Big Ten,,,,,,,,,,,,,,0,,0,,0,5,,0,1,7,,,,,,,
5124964,Landan Callahan,CB,Duke,ACC,,,,,,,,,,,,,,0,,0,,0,0,,0,0,1,,,,,,,
5124975,Juelz Goff,RB,Pittsburgh,ACC,,,10,,,,,,,104,,,,,,,3,,,,00,,,,,2114,,1.4,,7.0
5124996,Evan Jackson,S,North Texas,American Athletic,,13.5,,,,,,2,,,,,,2,,1,,0,38,,00,0.5,55,,,27,,,,
5125012,Ismael Smith Flores,LB,Nebraska,Big Ten,,,,,,,,,,,,,,0,,0,,0,1,,0,1,1,,,,,,,
5125074,Jeremiah Charles,DB,Nebraska,Big Ten,,,,,,,,,,,,,,1,,0,,0,3,,0,0,10,,,,,,,
5125151,Brian Nelson II,CB,North Texas,American Athletic,,17.5,,,,,0,4,,,0,,,2,,1,1,0,43,,00,2,50,,,70,,,,
5125301,Carson Cruver,QB,Florida Atlantic,American Athletic,1,,,1,,,,0,,,,,1.000,,,,,,,,0,,,,,9,9.0,,,
5125302,Ahmad Breaux,DT,LSU,SEC,,,,,,,,,,,,,,0,,1,,0,8,,0,1.5,16,,,,,,,
5125335,Rodney Fields Jr.,RB,Oklahoma State,Big 12,,,21,,,,,,,2122,,,,,,,2,,,,01,,,,,2399,,4.7,,11.5
5125366,Sesi Vailahi,RB,Oklahoma State,Big 12,,,42,,,,,,,1411,,,,0,,0,8,0,1,,002,0,1,,,4699,,2.4,,5.8
5125393,Jace J. Gilbert,DL,Iowa State,Big 12,,,,,,,,,4,48,,5,,,,,,,,1,,,,,,196,,,39.2,
5125470,Dylan Lee,LB,San José State,Mountain West,,,,,,,0,,,,0,,,0,,0,1,0,1,,0,0,3,,,,,,,
5125521,Arhmad Branch,WR,Purdue,Big Ten,,,1,,,,,,,3,,,,,,,,,,,1,,,,,3,,3.0,,
5125525,Jahzae Kimbrough,RB,Kent State,Mid-American,,13.5,27,,,,,,,141118,,2,,0,,0,5,0,3,,0000,0,3,,,2724114,,4.2,,4.8
5125528,Sentario Willis,DB,Southern Miss,Sun Belt,,,,,,,,,,,,,,0,,0,,0,1,,0,0,1,,,,,,,
5125530,Hudauri Hines,DB,Purdue,Big Ten,,,,,,,,,,,,,,0,,0,,0,4,,0,1,5,,,,,,,
5125534,Reeves Baller,DE,New Mexico State,Conference USA,,,,,,,,,,,,,,0,,0,,0,1,,0,0,2,,,,,,,
5125551,Deliyon Freeman,DB,Hawai'i,Mountain West,,,,,,,0,,,,0,,,1,,0,1,0,9,,0,0,12,,,,,,,
5125580,Chad Alexander,RB,Georgia Tech,ACC,,,52,,,,,,,1228,,,,,,,5,,,,01,,,,,22273,,5.3,,4.4
5125585,Wildrekus Johnson,DB,Southern Miss,Sun Belt,,,,,,,,,,,,,,0,,0,,0,1,,0,0,1,,,,,,,
5125593,Bailey Stockton,WR,Georgia Tech,ACC,,23.07.3,1,,,,,,,2320274,,14,,,,,15,,,,0000,,,,,23291934,,4.0,,12.9
5125597,Tristan Waiamau-Galindo,DL,Hawai'i,Mountain West,,,,,,,,,,,,,,0,,0,,0,0,,0,0,1,,,,,,,
5125715,Colton Joseph,QB,Old Dominion,Sun Belt,222,,114,133,,,10,5,,39,5,,0.599,,,,0,,,,1111,,,,,1623647,7.3,5.7,,
5125720,Terence Thomas,DB,Akron,Mid-American,,0.0,,,,,,,,0,,1,,1,,0,,0,5,,11,0,11,,,0,,,,
5125721,Jonathan Allen,DT,UAB,American Athletic,,,,,,,,,,,,,,0,,0,,0,2,,0,0.5,7,,,,,,,
5125724,Cam Crooks,RB,Tulsa,American Athletic,,,2,,,,,,,41,,,,,,,,,,,0,,,,,47,,23.5,,
5125726,CC Ezirim,TE,Toledo,Mid-American,,,,,,,1,,,27,0,,,,,,01,,,,0,,,,,27,,,,27.0
5125728,Joseph Hanson,OL,Coastal Carolina,Sun Belt,,,,,,,,,,,,,,0,,0,,0,0,,0,0,1,,,,,,,
5125729,R.J. Jackson,DT,Tulsa,American Athletic,,,,,,,,,,,,,,2,,0,,3.0,10,,0,4.0,35,,,,,,,
5125732,Braden Marceau-Olayinka,DL,Stanford,ACC,,,,,,,,,,,,,,0,,1,,0,0,,0,0,3,,,,,,,
5125733,Joey Mattord,RB,Eastern Michigan,Mid-American,,19.018.0,29,,,,1,,,26182713,1,71,,0,,0,010,0,2,,00001,1,2,,,13318115118,,4.1,,11.5
5125734,Luke Mcgary,TE,Tulsa,American Athletic,,6.0,,,,,,,,632,,1,,0,,0,17,0,2,,001,0,3,,,6231,,,,13.6
5125737,Matthew Moore,LB,North Texas,American Athletic,,,,,,,,,,,,,,0,,0,,0,1,,0,1,2,,,,,,,
5125739,Joey Pope,S,Western Michigan,Mid-American,,,,,,,0,,,,0,,,0,,1,1,0,4,,0,0,7,,,,,,,
5125740,Mac Resetich,DB,Illinois,Big Ten,,28.010.8,,,,,1,1,,30,0,4,,0,,0,0,0,14,,000,0,18,,,2843,,,,
5125741,Tyler Rich,DL,Tulsa,American Athletic,,,,,,,,,,,,,,0,,0,,0,2,,0,0,2,,,,,,,
5125747,Tevin Tucker,S,Kent State,Mid-American,,,,,,,,,,,,,,2,,0,,0,38,,0,2,65,,,,,,,
5125750,Jediyah Willoughby,WR,Toledo,Mid-American,,,,,,,,,,10,,,,0,,0,1,0,0,,00,0,3,,,10,,,,10.0
5125754,Jai'Den Thomas,RB,UNLV,Mountain West,,55.0,143,,,,,,,902754,,2,,0,,0,11,0,0,,1117,0,1,,,11091843,,5.9,,8.3
5125764,Jabin Ford,S,Liberty,Conference USA,,,,,,,,,,,,,,0,,0,,0,2,,0,0,4,,,,,,,
5125765,PJ Hatter,QB,Texas State,Sun Belt,,,7,,,,,,,11,,,,,,,,,,,0,,,,,45,,6.4,,
5125768,DeAngelo Irvin Jr.,WR,UNLV,Mountain West,1,19.78.5,7,1,,,,0,,40171317,,94,1.000,,,,5,,,,00000,,,,,17742343238,42.0,5.4,,6.4
5125769,James Jackson III,S,Murray State,MVFC,,0,,,,,,,,9,,0,,0,,0,,0,3,,00,0,4,,,9,,,,
5125772,Ja'Darious Morris,DT,Middle Tennessee,Conference USA,,,,,,,,,,,,,,0,,0,,0,0,,0,0,2,,,,,,,
5125776,Tyler Thomas,DL,South Alabama,Sun Belt,,,,,,,,,,,,,,0,,0,,2.5,6,,0,3.5,19,,,,,,,
5125780,Brady Hultman,LB,Missouri,SEC,,,,,,,,,,,,,,0,,0,,0,1,,0,0,1,,,,,,,
5125781,Jones Thomas,S,Wyoming,Mountain West,,,,,,,,,,,,,,0,,0,,0,3,,0,0,3,,,,,,,
5125792,Chavaris Dumas,DB,Murray State,MVFC,,,,,,,,,,,,,,0,,0,,0,3,,0,0,5,,,,,,,
5125798,Deandre Lynch,DL,Old Dominion,Sun Belt,,,,,,,,,,,,,,0,,0,,0,5,,0,1.5,14,,,,,,,
5125802,Ryan Ramey,S,Old Dominion,Sun Belt,,,,,,,,,,,,,,0,,0,,0,1,,0,0,2,,,,,,,
5125819,Darrell Gill Jr.,WR,Syracuse,ACC,,,2,,,,1,,,533,1,,,0,,0,027,0,1,,020,0,2,,,4176,,3.0,,15.4
5125820,Damon Greaves,P,Kansas,Big 12,,,,,,,,,6,58,,33,,,,,,,,2,,,,,,1399,,,42.4,
5125821,Markel James,LB,Middle Tennessee,Conference USA,,,,,,,,,,,,,,0,,0,,0,1,,0,0,3,,,,,,,
5125823,DJ McKinney,RB,Sam Houston,Conference USA,,,95,,,,1,,,1659,1,,,0,,0,111,0,3,,003,0,4,,,79479,,5.0,,7.2
5125829,DJ Walker,S,Ohio,Mid-American,,0.0,,,,,,1,,,,,,7,,0,,0,32,,00,6.0,51,,,0,,,,
5125839,Clune Van Andel,PK,Arkansas State,Sun Belt,,,,,23,20,,,,52,,,0.870,,88,,,,,,,,,28,28,,,,,
5125842,Joey Lightfoot,NT,UTEP,Conference USA,,,,,,,,,,,,,,0,,0,,0,1,,0,0,3,,,,,,,
5125849,Dorian Jackson,DB,Troy,Sun Belt,,,,,,,,,,,,,,1,,0,,0,2,,0,0,3,,,,,,,
5125850,Tyree Kelly,WR,South Florida,American Athletic,,,,,,,,,,,,,,0,,0,,0,3,,0,0,3,,,,,,,
5125900,Joshua Dye,RB,UTEP,Conference USA,,,6,,,,,,,119,,,,,,,1,,,,00,,,,,1120,,3.3,,11.0
5125905,Corri Milliner,WR,UAB,American Athletic,,,,,,,,,,45,,,,,,,24,,,,3,,,,,416,,,,17.3
5126291,Camden Hardy,DL,Wake Forest,ACC,,,,,,,,,,,,,,0,,0,,0,1,,0,0,2,,,,,,,
5126464,Deuce Adams,QB,Louisville,ACC,,,1,,,,,,,1,,,,,,,,,,,0,,,,,1,,1.0,,
5126465,Tim Carpenter,QB,Tulsa,American Athletic,8,,11,4,,,,0,,27,,,0.500,,,,,,,,20,,,,,4686,5.8,7.8,,
5126468,Will Hammond,QB,Texas Tech,Big 12,23,,12,15,,,2,0,,12,1,,0.652,,,,0,,,,12,,,,,19135,8.3,2.9,,
5126470,Trever Jackson,QB,Florida State,ACC,,,1,,,,,,,2,,,,,,,,,,,0,,,,,2,,2.0,,
5126474,Danny O'Neil,QB,San Diego State,Mountain West,330,,74,209,,,3,6,0,2034,1,1,0.633,,,,0,,,0,121,,,,,21812089,6.6,1.2,20.0,
5126510,Gideon Ituka,RB,Wisconsin,Big Ten,,,2,,,,,,,4,,,,,,,,,,,0,,,,,4,,2.0,,
5126511,Jaedon Matthews,RB,Cal Poly,Big Sky,,,4,,,,,,,6,,,,,,,,,,,0,,,,,10,,2.5,,
5126513,Jayden Scott,RB,NC State,ACC,,,3,,,,,,,4,,,,0,,0,,0,1,,00,0,1,,,4,,1.3,,
5126514,Harry Stewart III,RB,Kansas,Big 12,,,7,,,,,,,7,,,,,,,,,,,0,,,,,24,,3.4,,
5126515,Sam Williams-Dixon,RB,Ohio State,Big Ten,,,7,,,,,,,31,,,,,,,,,,,0,,,,,53,,7.6,,
5126536,Ryner Swanson,TE,BYU,Big 12,,,,,,,,,,18,,,,,,,8,,,,0,,,,,61,,,,7.6
5126537,Jamar Taylor Jr.,WR,Temple,American Athletic,,,,,,,,,,17,,,,,,,11,,,,0,,,,,80,,,,7.3
5126538,Jaylen Watson,DB,Iowa,Big Ten,,,,,,,,,,,,,,0,,0,,0,3,,0,0,5,,,,,,,
5126999,Marquise Lightfoot,DL,Miami,ACC,,,,,,,,,,,,,,0,,1,,0,0,,0,0,0,,,,,,,
5127000,D'Nas White,DL,Florida State,ACC,,,,,,,,,,,,,,0,,0,,0,0,,0,0,1,,,,,,,
5127001,Solomon Williams,DE,Texas A&M,SEC,,,,,,,,,,,,,,0,,0,,0,0,,0,0,1,,,,,,,
5127019,Darien Mayo,DE,Clemson,ACC,,,,,,,,,,,,,,0,,0,,0,2,,0,0.5,4,,,,,,,
5127027,Malik Blocton,DL,Auburn,SEC,,,,,,,,,,,,,,0,,1,,1.5,12,,0,4.0,15,,,,,,,
5127028,Jordan Boyd,DL,Georgia Tech,ACC,,,,,,,,,,,,,,0,,0,,0,2,,0,0,6,,,,,,,
5127031,Tionne Gray,DL,Oregon,Big Ten,,,,,,,,,,,,,,0,,0,,0,1,,0,0,1,,,,,,,
5127032,Kendall Jackson,DE,Texas A&M,SEC,,,,,,,,,,,,,,0,,0,,0,0,,0,0,1,,,,,,,
5127035,T.J. Lindsey,DL,Auburn,SEC,,,,,,,,,,,,,,0,,0,,0,2,,0,0,2,,,,,,,
5127038,Gavench Marcelin,DL,Florida Atlantic,American Athletic,,,,,,,,,,,,,,0,,1,,1.5,5,,0,3.5,8,,,,,,,
5127041,Vincent Shavers Jr.,LB,Nebraska,Big Ten,,0.0,,,,,1,,,0,1,1,,0,,0,0,0,8,,00,0.5,19,,,0,,,,
5127043,Preston Watson,DT,Duke,ACC,,,,,,,0,,,,0,,,0,,1,1,0.5,3,,0,1.0,7,,,,,,,
5127726,Braylon Conley,CB,USC,Big Ten,,,,,,,,,,,,,,0,,0,,0,0,,0,0.5,1,,,,,,,
5127728,Judah Jenkins,DB,Maryland,Big Ten,,,,,,,,,,,,,,0,,0,,0,6,,0,0.5,11,,,,,,,
5127735,Xavier Lucas,DB,Wisconsin,Big Ten,,0.0,,,,,,1,,,,,,2,,0,,0.5,11,,00,1.0,18,,,0,,,,
5127736,Landyn Cleveland,S,Oklahoma State,Big 12,,,,,,,,,,,,,,0,,0,,0,1,,0,0,3,,,,,,,
5127738,Ashton Hampton,CB,Clemson,ACC,,26.5,,,,,,2,,,,,,3,,0,,0,18,,11,0,22,,,53,,,,
5127743,Kyan McDonald,DB,Arizona State,Big 12,,12.0,,,,,,,,12,,1,,0,,0,,0,1,,00,0,1,,,12,,,,
5127804,Marcus Goree Jr.,DB,Tennessee,SEC,,,,,,,,,,,,,,0,,0,,0,1,,0,0,1,,,,,,,
5127807,Jaylen'Dai Sumlin,S,Stanford,ACC,,,,,,,,,,,,,,1,,0,,0,5,,0,1,12,,,,,,,
5127810,Titus Cram,RB,Northern Iowa,MVFC,,,2,,,,,,,254,,,,,,,1,,,,00,,,,,254,,2.0,,25.0
5127811,Jamonta Waller,DE,Auburn,SEC,,,,,,,,,,,,,,0,,0,,0,1,,0,0,2,,,,,,,
5127877,Peyton Waters,DB,Washington,Big Ten,,,,,,,,,,,,,,0,,0,,0,2,,0,0,4,,,,,,,
5127885,Kwazi Gilmer,WR,UCLA,Big Ten,,,1,,,,,,,488,,,,0,,0,31,0,2,,020,0,2,,,3458,,8.0,,11.1
5127899,Terrance Hibbler,DL,Mississippi State,SEC,,,,,,,,,,,,,,0,,0,,0,0,,0,0,2,,,,,,,
5127900,Shay Smith,QB,UTEP,Conference USA,3,,6,3,,,1,0,,3,1,,1.000,,,,0,,,,01,,,,,20-10,6.7,-1.7,,
5127935,Dominick McKinley,DT,LSU,SEC,,,,,,,0,,,,0,,,0,,1,1,3,5,,0,3,7,,,,,,,
5127936,Will Smith,DL,Tulsa,American Athletic,,,,,,,,,,,,,,0,,0,,0,1,,0,1.0,5,,,,,,,
5130407,Roger Saleapaga,TE,Oregon,Big Ten,,,,,,,,,,,,,,0,,0,,0,2,,0,0,2,,,,,,,
5130565,Keyshawn Flowers,LB,Maryland,Big Ten,,,,,,,,,,,,,,0,,0,,0,4,,0,0,6,,,,,,,
5130606,Kellen Lindstrom,DL,Tennessee,SEC,,,,,,,,,,,,,,0,,0,,0,2,,0,0,4,,,,,,,
5130791,Bergin Kysar,DL,Oklahoma,SEC,,,,,,,,,,,,,,0,,0,,0,1,,0,0,1,,,,,,,
5130792,Nitro Tuggle,WR,Georgia,SEC,,,,,,,,,,16,,,,,,,3,,,,0,,,,,34,,,,11.3
5132218,Kameryn Fountain,DE,USC,Big Ten,,,,,,,,,,,,,,0,,1,,2,8,,0,3.5,14,,,,,,,
5132253,Isiah Canion,WR,Georgia Tech,ACC,,,,,,,,,,30,,,,,,,4,,,,0,,,,,63,,,,15.8
5132629,Braylon Staley,WR,Tennessee,SEC,,,,,,,,,,10,,,,,,,1,,,,0,,,,,10,,,,10.0
5132631,Cam Pruitt,LB,Miami,ACC,,0.0,,,,,0,1,,,0,,,1,,0,3,0,5,,00,1.5,10,,,0,,,,
5132635,Jayden Jackson,DL,Oklahoma,SEC,,,,,,,,,,,,,,1,,0,,2,8,,0,3,28,,,,,,,
5132652,Ricky Johnson,WR,Mississippi State,SEC,,,,,,,,,,5,,,,,,,2,,,,0,,,,,9,,,,4.5
5132812,Aaron Philo,QB,Georgia Tech,ACC,74,,12,38,,,,2,,18,,,0.514,0,,0,,0,1,,011,0,1,,,56576,7.6,6.3,,
5134270,Trashon Dye,LB,James Madison,Sun Belt,,,,,,,,,,,,,,0,,0,,0,0,,0,0,1,,,,,,,
5134880,Fred Clark,LB,Mississippi State,SEC,,,,,,,,,,,,,,0,,0,,0,0,,0,0,1,,,,,,,
5135202,Tristan Jernigan,LB,Texas A&M,SEC,,,,,,,,,,,,,,0,,0,,0,4,,0,0.5,11,,,,,,,
5135203,Montay Weedon,LB,Cincinnati,Big 12,,,,,,,,,,,,,,0,,0,,0,11,,0,2.5,15,,,,,,,
5136049,Duke Watson,RB,Louisville,ACC,,26.0,57,,,,,,,303168,,3,,,,,4,,,,017,,,,,7859514,,9.0,,14.8
5136179,Toney Coleman Jr.,DB,Miami (OH),Mid-American,,,,,,,,,,,,,,0,,0,,0,3,,0,0,6,,,,,,,
5136180,Traville Frederick Jr.,TE,Houston,Big 12,,,,,,,,,,18,,,,,,,2,,,,0,,,,,23,,,,11.5
5136181,Leo Colombi,DB,Miami (OH),Mid-American,,,,,,,,,,,,,,0,,0,,0,0,,0,0,1,,,,,,,
5136504,Jaiden Patterson,DB,North Carolina,ACC,,,,,,,,,,,,,,0,,0,,0,1,,0,0,2,,,,,,,
5136784,Francis Brewu,DL,Pittsburgh,ACC,,,,,,,,,,,,,,0,,4,,1,2,,0,2.5,13,,,,,,,
5136836,Rydarrius Morgan,DB,Alabama,SEC,,,,,,,,,,,,,,1,,0,,0,6,,0,1,8,,,,,,,
5136838,Willie Rodriguez,TE,Kentucky,SEC,,10.3,,,,,,,,2025,,3,,0,,0,5,0,2,,000,0,2,,,3194,,,,18.8
5138130,Nazaiah Caravallo,DL,Hawai'i,Mountain West,,,,,,,,,,,,,,0,,0,,0,1,,0,0,1,,,,,,,
5138131,Deshawn Purdie,QB,Charlotte,American Athletic,200,,41,100,,,7,6,,19,4,,0.500,,,,0,,,,101,,,,,1802-130,9.0,-3.2,,
5138132,Corey Smith,WR,Tulsa,American Athletic,,,1,,,,,,,382,,,,,,,12,,,,20,,,,,1792,,2.0,,14.9
5138293,Reece Vander Zee,WR,Iowa,Big Ten,,,,,,,,,,19,,,,,,,14,,,,3,,,,,176,,,,12.6
5138451,Luke Reynolds,TE,Penn State,Big Ten,,,1,,,,,,,2432,,,,,,,6,,,,10,,,,,8832,,32.0,,14.7
5138455,Jide Abasiri,DT,USC,Big Ten,,,,,,,,,,,,,,0,,0,,0,3,,0,0,8,,,,,,,
5138637,Hyajah Miller,CB,Toledo,Mid-American,,,,,,,,,,,,,,0,,0,,0,1,,0,0,1,,,,,,,
5138638,Jake Stonebraker,LB,Kansas State,Big 12,,,,,,,,,,,,,,0,,0,,0,0,,0,0,1,,,,,,,
5138654,Josiah Davis,DB,Florida,SEC,,,,,,,,,,,,,,0,,0,,0,0,,0,0,1,,,,,,,
5138656,Lane Wadle,TE,Georgia State,Sun Belt,,5.3,,,,,1,,,10,0,3,,,,,0,,,,0,,,,,16,,,,
5138704,Raymond Collins,LB,Ole Miss,SEC,,,,,,,,,,,,,,0,,0,,0,1,,0,0,2,,,,,,,
5138756,Joseph Jonah-Ajonye,DL,Georgia,SEC,,,,,,,,,,,,,,0,,0,,0,0,,0,0,1,,,,,,,
5139055,Josh Ringer,RB,Miami (OH),Mid-American,,,4,,,,,,,2,,,,,,,,,,,0,,,,,5,,1.3,,
5139057,Ashton Bethel-Roman,WR,Texas A&M,SEC,,23.0,,,,,,,,2317,,1,,,,,4,,,,01,,,,,2344,,,,11.0
5139080,Ethan Minter,S,Virginia,ACC,,0.0,,,,,,1,,,,,,0,,1,,0,10,,00,0.5,18,,,0,,,,
5139087,Myles Davis,S,Texas A&M,SEC,,,,,,,,,,,,,,0,,0,,0,10,,0,0,11,,,,,,,
5139093,Amir Jackson,TE,Florida,SEC,,,,,,,,,,,,,,0,,0,,0,0,,0,0,1,,,,,,,
5139096,Noah Carter,LB,Alabama,SEC,,,,,,,,,,,,,,0,,0,,0,0,,0,0,2,,,,,,,
5139100,Tony-Louis Nkuba,DB,Arizona State,Big 12,,,,,,,,,,,,,,0,,0,,0,1,,0,0,1,,,,,,,
5139139,Amaris Williams,DE,Auburn,SEC,,,,,,,,,,,,,,0,,1,,0.5,5,,0,1.5,7,,,,,,,
5139524,Aeron Burrell,PK,LSU,SEC,,,,,,,,,,,,,,0,,0,,0,1,,0,0,1,,,,,,,
5139527,Jaion Jackson,DB,Central Michigan,Mid-American,,,,,,,,,,,,,,3,,0,,0,26,,0,2.5,39,,,,,,,
5139853,Sadonnie Gay,DB,Florida International,Conference USA,,,,,,,,,,,,,,1,,0,,0,0,,0,0,0,,,,,,,
5139854,Trey Jackson,TE,Texas Tech,Big 12,,,,,,,,,,-1,,,,,,,1,,,,0,,,,,-1,,,,-1.0
5139855,Glenn Seabrooks,DL,Vanderbilt,SEC,,15.0,,,,,,1,,,,,,0,,0,,0,13,,00,1,24,,,15,,,,
5139857,Caden Williams,RB,Liberty,Conference USA,,,4,,,,,,,9,,,,,,,,,,,0,,,,,16,,4.0,,
5139858,Rahim Wright II,S,Washington,Big Ten,,,,,,,,,,,,,,0,,0,,0,1,,0,0,2,,,,,,,
5140620,Connor Moberly,QB,Iowa State,Big 12,10,,8,5,,,,1,,18,,,0.500,,,,,,,,00,,,,,4951,4.9,6.4,,
5140697,Thomas Heiberger,LB,Wisconsin,Big Ten,,,,,,,,,,,,,,0,,1,,0,0,,0,0,0,,,,,,,
5141026,Antoine Belgrave-Shorter,S,Penn State,Big Ten,,,,,,,,,,,,,,0,,0,,0,2,,0,0,4,,,,,,,
5141370,Armondo Blount,DL,Miami,ACC,,,,,,,,,,,,,,0,,0,,0,0,,0,0,2,,,,,,,
5141378,Cutter Boley,QB,Kentucky,SEC,53,,10,26,,,3,4,,30,0,,0.491,,,,0,,,,20,,,,,338-43,6.4,-4.3,,
5141395,EJ Colson,QB,UCF,Big 12,16,,13,9,,,1,1,,9,0,,0.563,,,,0,,,,10,,,,,6414,4.0,1.1,,
5141471,Hardley Gilmore IV,WR,Kentucky,SEC,,,1,,,,,,,529,,,,,,,6,,,,10,,,,,1539,,9.0,,25.5
5141476,Tarrion Grant,DB,Purdue,Big Ten,,,,,,,,,,,,,,2,,0,,0,8,,0,0,13,,,,,,,
5141483,Max Granville,DE,Penn State,Big Ten,,,,,,,,,,,,,,0,,1,,0,1,,0,0,1,,,,,,,
5141511,Kevyn Humes,DB,Maryland,Big Ten,,,,,,,,,,,,,,0,,0,,0,11,,0,0,12,,,,,,,
5141684,Austin Simmons,QB,Ole Miss,SEC,31,,5,18,,,,0,,9,,,0.581,,,,,,,,20,,,,,24814,8.0,2.8,,
5141711,Ryan Williams,WR,Alabama,SEC,,7.08.2,4,,,,2,,,14288429,1,210,,,,,045,,,,0082,,,,,148285748,,12.0,,19.0
5141763,Amaree Williams,TE,Florida State,ACC,,11.0,,,,,1,,,1127,0,1,,,,,05,,,,02,,,,,1171,,,,14.2
5141807,Kaleb Martin,DB,Miami (OH),Mid-American,,,,,,,,,,,,,,1,,0,,0,1,,0,0,2,,,,,,,
5141966,La'Khi Roland,DB,Maryland,Big Ten,,,,,,,,,,,,,,1,,0,,0,8,,0,0,10,,,,,,,
5141971,Justin Denson,DB,Michigan State,Big Ten,,,,,,,,,,,,,,0,,0,,0,10,,0,0,13,,,,,,,
5141973,Trajen Greco,S,Missouri,SEC,,,,,,,,,,,,,,0,,0,,0,1,,0,1,2,,,,,,,
5142140,Khobie Martin,RB,Indiana,Big Ten,,,14,,,,,,,31,,,,,,,,,,,0,,,,,73,,5.2,,
5142227,Brandon Booker,LB,SMU,ACC,,,,,,,,,,,,,,0,,0,,0,3,,0,0,9,,,,,,,
5142237,Myles Turpin,DB,Wake Forest,ACC,,,,,,,,,,,,,,0,,0,,0,1,,0,0,2,,,,,,,
5142238,Tyler Mason,RB,Virginia Tech,ACC,,,3,,,,,,,6,,,,,,,,,,,0,,,,,6,,2.0,,
5142260,Keyshawn Robinson,CB,West Virginia,Big 12,,,,,,,,,,,,,,0,,0,,0,0,,0,0,1,,,,,,,
5142262,Dylan Day,DB,Miami,ACC,,,,,,,,,,,,,,0,,0,,0,6,,0,0,7,,,,,,,
5142264,Jay Lindsey,TE,Alabama,SEC,,,,,,,,,,5,,,,,,,1,,,,0,,,,,5,,,,5.0
5142265,Ryan Ward,TE,North Carolina,ACC,,5.5,,,,,,,,7,,2,,,,,,,,,0,,,,,11,,,,
5142321,Chris Wheatley-Humphrey,RB,Miami,ACC,,,1,,,,,,,7,,,,,,,,,,,0,,,,,7,,7.0,,
5142588,Koi Perich,DB,Minnesota,Big Ten,,12.619.99.1,,,,,,5,,3260,,1519,,1,,0,,0,24,,0000,1.5,42,,,63298173,,,,
5142694,Tah'j Butler,LB,Georgia Tech,ACC,,,,,,,,,,,,,,0,,1,,0,14,,0,3.5,21,,,,,,,
5142705,Angelo McCullom,DL,Illinois,Big Ten,,,,,,,,,,,,,,0,,0,,0.5,1,,0,0.5,2,,,,,,,
5142741,Travis Jackson,EDGE,TCU,Big 12,,22.0,,,,,,1,,,,,,0,,2,,1.5,13,,00,1.5,19,,,22,,,,
5142753,Jesse Watson,WR,Purdue,Big Ten,,,,,,,,,,16,,,,,,,1,,,,0,,,,,16,,,,16.0
5142798,Tevis Metcalf,DB,Arkansas,SEC,,,,,,,,,,,,,,0,,0,,0,0,,0,0,1,,,,,,,
5143023,Jackson Pons,DB,Miami (OH),Mid-American,,,,,,,,,,,,,,0,,0,,0,3,,0,0,4,,,,,,,
5143170,Germaine Carter,DL,Florida International,Conference USA,,,,,,,,,,,,,,0,,0,,0.5,3,,0,0.5,10,,,,,,,
5143173,Jameson Young,CB,Western Michigan,Mid-American,,,,,,,,,,,,,,0,,0,,0,0,,0,0,1,,,,,,,
5143191,Micah Ford,RB,Stanford,ACC,2,,76,2,,,1,0,,1726,1,,1.000,,,,015,,,,200,,,,,2184309,10.5,4.1,,5.6
